"title","icon","rating","tagline","titles"
"SMS Alerts India","https://apps.shopifycdn.com/listing_images/0ed021b376921d3ab1fc6752bd2c8c8f/icon/7f28e0bb56ce2933a74df61e924ba5f3.jpg?height=84&quality=90&width=84",3,"Order Updates & Promotional Campaigns via SMS (Supports DND)","SMS Alerts India	(3)"
"Coming Soon Under Construction","https://apps.shopifycdn.com/listing_images/3c4dcc9b29f515dd462a9944eaa7be1e/icon/4e89c19ffb78ee63cc30f95a90b5bd7a.png?height=84&width=84",3.3,"Coming Soon landing page for your Shopify Store.","Coming Soon Under Construction	(3.3)"
"Parcelly Click & Collect","https://apps.shopifycdn.com/listing_images/afca418052efa89acb3a8e5b5ef8f8fd/icon/1b779c0d4d942f8cd5e30b0b45131a49.png?height=84&width=84",2,"Convenient parcel collection for your UK customers, Nationwide","Parcelly Click & Collect	(2)"
"Order Invoice GST","https://apps.shopifycdn.com/listing_images/d7075ee6455479840e6b160cb91f403f/icon/1e2acaf3068e5a71ca2900509097be50.png?height=84&width=84",3.2,"Ability to manage GST taxes & HSN codes product wise.","Order Invoice GST	(3.2)"
"Gift On Order by Webkul","https://apps.shopifycdn.com/listing_images/3c305fd6de49db20060c2dbae4d4550d/icon/ed874828b65ac470d66ebe25d129bf02.png?height=84&width=84",3.9,"Surprise your Customers, Add Gifts to Orders","Gift On Order by Webkul	(3.9)"
"VITALS | 40+ apps in one","https://apps.shopifycdn.com/listing_images/90600ebf22ca801b5fc543ad9b7553f0/icon/3b16ea76be40a1b9f147fb47586e72fa.jpg?height=84&quality=90&width=84",5,"Review Importer, Bundle, Upsell, Currency Converter, Sales Pop","VITALS | 40+ apps in one	(5)"
"PixelPhant","https://apps.shopifycdn.com/listing_images/c6211f9e8432c0780ce59f32a71353e5/icon/54e9eff3d7943ba45d9d0e49b0f9f33d.jpg?height=84&quality=90&width=84",5,"Product photo editing by professionals for your online store","PixelPhant	(5)"
"SendOwl","https://apps.shopifycdn.com/listing_images/eb093c6833db2d217efae818edddb61c/icon/64a2610bb5a49dd6ea28e0a748320d21.png?height=84&width=84",3.8,"Sell digital files and downloads","SendOwl	(3.8)"
"SMS Marketing & Cart Recovery","https://apps.shopifycdn.com/listing_images/514fc38fb93683248272c3e3004b3643/icon/263b11ed75e316bb1f7e186984230e81.png?height=84&width=84",4.8,"SMS notifications with Abandoned Cart Recovery & SMS Marketing","SMS Marketing & Cart Recovery	(4.8)"
"Xero Integrator by CarryTheOne","https://apps.shopifycdn.com/listing_images/214957df3bc44d795dda67ed41bbd6bb/icon/37accfaf8030d22e484950ee4d6af74b.png?height=84&width=84",3.8,"Seamlessly import sales, customers, payments & fees into Xero","Xero Integrator by CarryTheOne	(3.8)"
"Order Trigger","https://apps.shopifycdn.com/listing_images/2657c3b7b1dc1296b1c4344100498fe2/icon/dddd21b72b7b90123fe3e5ef0b900c15.jpg?height=84&quality=90&width=84",4.3,"Email the right team.","Order Trigger	(4.3)"
"Please Come Back","https://apps.shopifycdn.com/listing_images/97866e589fbf62f26bb5fd9dff6ba694/icon/7b34dd54453a57b3775e70abb89812f8.png?height=84&width=84",5,"Bring back lost customers","Please Come Back	(5)"
"Daily Sales Analytics","https://apps.shopifycdn.com/listing_images/8ad543db6493aabff3d85e2abf67d964/icon/0147e3a25c8f574176ca5dce0012e6c6.png?height=84&width=84",3,"An essential app - daily emails with your crucial analytics","Daily Sales Analytics	(3)"
"Invoicify ‑ Automatic Invoices","https://apps.shopifycdn.com/listing_images/e7073434b4834b286a0936c7170960c4/icon/fec0f902a42119b7cb8cccb6e7015a92.png?height=84&width=84",4.6,"Send beautiful invoices automatically. Free plan available.","Invoicify ‑ Automatic Invoices	(4.6)"
"AMP by Ampify Me","https://apps.shopifycdn.com/listing_images/7ace791b36a8f50b92e346d3bf549762/icon/d57e686f2a0238aeda039fd121b27fab.png?height=84&width=84",4.8,"AMP - Increase Speed, Improve SEO & Get More Organic Traffic.","AMP by Ampify Me	(4.8)"
"Modalyst ‑ Dropshipping","https://apps.shopifycdn.com/listing_images/73a22b17902837f091a634e54426e2e4/icon/251987270426cb29923d833972586ff6.png?height=84&width=84",4.4,"USA Suppliers, AliExpress Partner & Custom Branding","Modalyst ‑ Dropshipping	(4.4)"
"Pixels ‑ Print On Demand","https://apps.shopifycdn.com/listing_images/06071e9c64da8b8f33860ea15c5cc3e3/icon/d1ddd1b8a3d6bebe7c6499e50b897c6a.png?height=84&width=84",2.8,"PrintOnDemand Drop Shipping from 15 Global Fulfillment Centers","Pixels ‑ Print On Demand	(2.8)"
"Modalyst for Suppliers","https://apps.shopifycdn.com/listing_images/de9329e7efeb812e22eb0afa78d800d8/icon/0cc5ee49d257abf45213e55a958b5142.jpg?height=84&quality=90&width=84",4.3,"Sell More. Grow Your Sales with Online Retailers & Stockists.","Modalyst for Suppliers	(4.3)"
"Pincode Serviceability Checker","https://apps.shopifycdn.com/listing_images/cad1cccef4601c516c5fa1da597fe174/icon/39fa2884a030fe2da06ba9df2ab192b4.png?height=84&width=84",2.1,"Reduce orders from unserviceable locations or zipcodes.","Pincode Serviceability Checker	(2.1)"
"Opinew Product Reviews App","https://apps.shopifycdn.com/listing_images/2652696f8cd7357ce591f2b6217cd918/icon/1e5809f4813a03d0930a08bf90519184.png?height=84&width=84",4.9,"Product Reviews, Photo Reviews App, Aliexpress Amazon Ebay","Opinew Product Reviews App	(4.9)"
"AOP+ Easy Print on Demand","https://apps.shopifycdn.com/listing_images/33eff048e33ebd24f58f2873300cb0b7/icon/a0781225195989f4273eff723d24ba1e.png?height=84&width=84",4.1,"Organic Print on Demand Fulfilment & Worldwide Dropshipping","AOP+ Easy Print on Demand	(4.1)"
"Shipway Order Tracking Lookup","https://apps.shopifycdn.com/listing_images/ef1acb9e1ee58eb84283d2076f836b75/icon/b91e534089d4136403bcb280839ebd34.png?height=84&width=84",4.9,"Branded Order Tracking & Order Lookups & Shipping Notification","Shipway Order Tracking Lookup	(4.9)"
"Free shipping & Promo bars","https://apps.shopifycdn.com/listing_images/7210ac7d08b8c43ff16b3bcfcb90849e/icon/a5625ff89c5997264a26518f22891408.png?height=84&width=84",4.7,"Free shipping, free gift and custom promo bars in 1 suite.","Free shipping & Promo bars	(4.7)"
"Google for Small Businesses","https://apps.shopifycdn.com/listing_images/9359d443a02c0f852bdf58b7c188bc62/icon/1efc7d1da60ee00adeaa492e86e63801.png?height=84&width=84",2.8,"NEW! Everything You Need to Get Found in Google Search","Google for Small Businesses	(2.8)"
"MinCart ‑ Min Max order limits","https://apps.shopifycdn.com/listing_images/4080069ca08b292607354c3b06e01723/icon/7392c563dd93b79d33fe37b285025bcb.jpg?height=84&quality=90&width=84",4.1,"Easy minimum & maximum limits on your cart, products and more.","MinCart ‑ Min Max order limits	(4.1)"
"Leadslide Coupon Popup","https://apps.shopifycdn.com/listing_images/321bdcbbcd00fb75ebdcc8a06e6ffce0/icon/cf5f779c33e2679ea2c8dd690198ac3e.png?height=84&width=84",3.6,"Increase your sales with an exit-intent discount coupon popup","Leadslide Coupon Popup	(3.6)"
"Bulk Price Editor by Buymaxx","https://apps.shopifycdn.com/listing_images/6b5461d6617d0f6ffbfcdb56b9357f3f/icon/4a78b53c7457ab6f59f7f7576d2a57f4.png?height=84&width=84",4.8,"Powerful Bulk Price Editor. Scheduled Tasks. Unlimited Backup.","Bulk Price Editor by Buymaxx	(4.8)"
"Social Media Tabs","https://apps.shopifycdn.com/listing_images/3c81966464f2b90e56678c177c118621/icon/ef18139ba58f196cb51757a1baa9970c.png?height=84&width=84",2.6,"Design a Social Media Tab for your Store","Social Media Tabs	(2.6)"
"WWE LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/e55d11e4ff3ccc79b6bbd40d33eb5700/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",5,"Get accurate LTL freight quotes at checkout","WWE LTL Freight Quotes	(5)"
"CDN LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/0e5a85d5ffec67fd72900fe39dc5d329/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",0,"Get accurate LTL freight quotes at checkout","CDN LTL Freight Quotes	(0)"
"ODFL LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/897ca467bdec3153429b2f182b057e84/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",0,"Get accurate LTL freight quotes at checkout","ODFL LTL Freight Quotes	(0)"
"Exit Popup & Coupon Popups","https://apps.shopifycdn.com/listing_images/5f2fd1e50e8164c8d2accc84151a3712/icon/a61f9e232cd7f286675a0370a949b4e1.png?height=84&width=84",4.9,"A Simple To Use Exit Intent Popup To Bring Your Visitors Back!","Exit Popup & Coupon Popups	(4.9)"
"Digital Takeout: OrderLimits","https://apps.shopifycdn.com/listing_images/905bc3a34f7778869f510ed5fba01b62/icon/4784cd41f4372ca502d483290f501e25.jpg?height=84&quality=90&width=84",2.7,"Easily set minimum and maximum order requirements.","Digital Takeout: OrderLimits	(2.7)"
"Coupon Pop ‑ Email Popup","https://apps.shopifycdn.com/listing_images/d835fa8478887601668bd970b6194e31/icon/2ec5cec70abebe191435307346f6a3e1.png?height=84&width=84",4.9,"Collect Emails & Capture Leads With An Email Popup!","Coupon Pop ‑ Email Popup	(4.9)"
"SlimFAQ","https://apps.shopifycdn.com/listing_images/3a0ee898d750aa3df306e0ba1adcac3e/icon/944ba4f2241daae73fe337b5d6f46b50.png?height=84&width=84",3,"Build a beautiful FAQ quickly and easily!","SlimFAQ	(3)"
"StoreYa Facebook store","https://apps.shopifycdn.com/listing_images/2529ab68d3b0b5fc1fd68dfb317bb759/icon/1a65c165988587ad74487b01f1a2b6af.png?height=84&width=84",4.5,"Sell your products on Facebook","StoreYa Facebook store	(4.5)"
"WWE Small Package Quotes","https://apps.shopifycdn.com/listing_images/f23a2beebb3c5885bf90a910887d05f2/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",5,"Quote your negotiated parcel rates during checkout.","WWE Small Package Quotes	(5)"
"R+L LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/ca1a6dcb6961cdcd7260f53d1eef0cb8/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",4.2,"Get accurate LTL freight quotes at checkout","R+L LTL Freight Quotes	(4.2)"
"XPO LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/fb8e010e823a5df17ad8b3370b3c11b5/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",3.2,"Get accurate LTL freight quotes at checkout","XPO LTL Freight Quotes	(3.2)"
"YRC LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/87f8a368ea1eb5d810ad240f81596089/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",5,"Get accurate LTL freight quotes at checkout","YRC LTL Freight Quotes	(5)"
"SEFL LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/cf356badbf67d88dff5a6f29f61e51df/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",0,"Get accurate LTL freight quotes at checkout","SEFL LTL Freight Quotes	(0)"
"UPS Small Package Quotes","https://apps.shopifycdn.com/listing_images/b366430a40907c317649453ecf30a298/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",2.6,"Quote your negotiated UPS rates during checkout.","UPS Small Package Quotes	(2.6)"
"MyReviewfy ‑ Product Reviews","https://apps.shopifycdn.com/listing_images/0637aa5389df875a0f12abcc0a3e7d36/icon/b01dddefaceb09b02f8a79443967fd7a.jpg?height=84&quality=90&width=84",3,"Reviews, Product Reviews, photo reviews, Aliexpress reviews","MyReviewfy ‑ Product Reviews	(3)"
"Google Ads & Google Shopping","https://apps.shopifycdn.com/listing_images/c28072626b227455bff636cef85b754f/icon/59d12e8ef742eccd9bdbe8c7031f0b22.jpg?height=84&quality=90&width=84",4.2,"Google Shopping, Google AdWords, Google Remarketing. Best ROI!","Google Ads & Google Shopping	(4.2)"
"Order Printer","https://apps.shopifycdn.com/listing_images/86ba59615730a0f83ddd94b8d96d470c/icon/caab2fae2b189238d67de1faf239d5d9.png?height=84&width=84",3.3,"Print invoices, labels, receipts, packing slips, and more.","Order Printer	(3.3)"
"UPS LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/326acf1805cff01f3415735e41f80b92/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",4.9,"Get accurate LTL freight quotes at checkout","UPS LTL Freight Quotes	(4.9)"
"Estes LTL Freight Quotes","https://apps.shopifycdn.com/listing_images/c37883b58c90b6e39612b8b891db31fc/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",0,"Get accurate LTL freight quotes at checkout","Estes LTL Freight Quotes	(0)"
"Estimated Shipping Date","https://apps.shopifycdn.com/listing_images/c8b114a1e7f36661cad123dac2c63dce/icon/c533a12a9db7341f4ab2720eac91951b.png?height=84&width=84",4.5,"Set estimated delivery date message for your products.","Estimated Shipping Date	(4.5)"
"FedEx Small Package Quotes","https://apps.shopifycdn.com/listing_images/0dc127b9100e0827f14420f1857a4a31/icon/fc861dbc6db2aa51cdb159dbae18c386.png?height=84&width=84",1.9,"Quote your negotiated FedEx rates during checkout.","FedEx Small Package Quotes	(1.9)"
"Facebook Chat 2.0","https://apps.shopifycdn.com/listing_images/f83699e125ac913c98279b8d5b392fcd/icon/20d75d229020ddb617d735fd130b357d.png?height=84&width=84",4.3,"Turn your visitors into your customers with Facebook Messenger","Facebook Chat 2.0	(4.3)"
"Maps ‑ Store Locator app","https://apps.shopifycdn.com/listing_images/e9b65c775b74271da1a3a7f28fb9eb13/icon/0b2462276a9318d20d16a950ac4daf22.jpg?height=84&quality=90&width=84",4.3,"Google Maps - add Store Locator app to website","Maps ‑ Store Locator app	(4.3)"
"Automotive Part Search","https://apps.shopifycdn.com/listing_images/67386176c3ef45388318bfbe574492ae/icon/57589e1860c3cc66844fa0ec938b29ae.jpg?height=84&quality=90&width=84",4.9,"Add Year Make Model search to your store","Automotive Part Search	(4.9)"
"Elfsight Pricing Table","https://apps.shopifycdn.com/listing_images/f99fda2dacae072f8707a1b02a75d439/icon/29bdd4120547829857cc9f1001b02af7.jpg?height=84&quality=90&width=84",4.3,"Pricing app - add pricing plans and tables to website","Elfsight Pricing Table	(4.3)"
"Social Media Icons","https://apps.shopifycdn.com/listing_images/18637f44a6fed41e8695312155d3411a/icon/133bee27439311f47922e67b9c92dfc0.jpg?height=84&quality=90&width=84",5,"Social Icons - add Social Media Icons to Shopify website","Social Media Icons	(5)"
"Gift Registry ‑ Share Registry","https://apps.shopifycdn.com/listing_images/5f79d31e45a2153a50c03dd1e4653250/icon/0e72f2f7346e52433a0e1d58936843a0.png?height=84&width=84",4.8,"Create Gift Registry & Share Gift Registry","Gift Registry ‑ Share Registry	(4.8)"
"Quick View and Color Swatch","https://apps.shopifycdn.com/listing_images/fe201e59a4612ea2cdc8a9191aaa7286/icon/791b1d9f2748714511bc8151e5069ea7.png?height=84&width=84",4,"Quick view popup & Show Color Swatches on product page.","Quick View and Color Swatch	(4)"
"Metafields +","https://apps.shopifycdn.com/listing_images/6106dead42671e244a870bc94eec91ed/icon/f530b2208731c3cb84fd2d900ff169f4.png?height=84&width=84",4.3,"Custom Metafields | Data Storage | Data Display","Metafields +	(4.3)"
"Advanced Registration","https://apps.shopifycdn.com/listing_images/137eb2483c257ab11f891ee8a2a54061/icon/33d318d1131364eff3964eea8e6d400a.png?height=84&width=84",4.9,"Customize registry, approval, custom fields, login, & locks","Advanced Registration	(4.9)"
"CustomerSure","https://apps.shopifycdn.com/listing_images/15f556f448100cc4c22431e36ef766b2/icon/aa26d906da5530f1b9722d12bcf84308.png?height=84&width=84",5,"Build a world-class customer feedback process","CustomerSure	(5)"
"mmuze","https://apps.shopifycdn.com/listing_images/a432e5f40be10163a161089be53c86dd/icon/a8226d757e64ec3e71190769ae8466c1.png?height=84&width=84",3.3,"Conversational voice search","mmuze	(3.3)"
"Tidio Live Chat","https://apps.shopifycdn.com/listing_images/c9308d01d0e596807cd697bab16009a1/icon/d0663f8b7de43594fbbaa617dba3d10f.png?height=84&width=84",4.7,"Live chat boosted with Chatbots and Marketing Automation","Tidio Live Chat	(4.7)"
"Facebook Feed","https://apps.shopifycdn.com/listing_images/281c2795d15eda0df363127b4ef69a52/icon/70d412b3f40037811139cab789c1ca5e.jpg?height=84&quality=90&width=84",5,"Facebook - Facebook app to add Facebook feed to website","Facebook Feed	(5)"
"Facebook Feed | Pinterest Feed","https://apps.shopifycdn.com/listing_images/01e4dd2bb5b426b9098a8345ac9ed01f/icon/bc4f41e0807704b9e29d0afedfa927fd.jpg?height=84&quality=90&width=84",3.3,"Make a Facebook Feed, Facebook Product Feed or Pinterest Feed","Facebook Feed | Pinterest Feed	(3.3)"
"Social Share Buttons","https://apps.shopifycdn.com/listing_images/bb45d87c308cd50fa6539ed323b74ea9/icon/794f4a9d70add2708d1613902cc9a235.jpg?height=84&quality=90&width=84",5,"Share Buttons - add Social Buttons or Media Buttons to Shopify","Social Share Buttons	(5)"
"Weeberly","https://apps.shopifycdn.com/listing_images/b59aabed986b87445f55aebeae3f4c75/icon/97a3ef15b501e6ed28eb71588f0fcfb0.png?height=84&width=84",5,"product importer","Weeberly	(5)"
"Wishlist Advance App","https://apps.shopifycdn.com/listing_images/cf57dfc8c08c1f7eca9c537d02381189/icon/a11ebeef7813f942b3804083e1fa54ee.png?height=84&width=84",3.9,"Customer can save products in Wishlist & Share it","Wishlist Advance App	(3.9)"
"Launchpad","https://apps.shopifycdn.com/listing_images/3a46c03e91e140a181c00f22976ab8f9/icon/815db9ba35c39a70470a497b6ea909a4.png?height=84&width=84",3.1,"Schedule and monitor sales, releases, and content changes.","Launchpad	(3.1)"
"Store Pickup by Sketch Themes","https://apps.shopifycdn.com/listing_images/22b55d4af46b73cf95a38c351c70b3fc/icon/316612e658b960e0a5800cd0884fc1c4.jpg?height=84&quality=90&width=84",4.3,"Adds Store Locator, Store Pickup, Delivery Date functionality.","Store Pickup by Sketch Themes	(4.3)"
"Advanced PreOrder(Partial Pay)","https://apps.shopifycdn.com/listing_images/23cac5f53ef84a1a64710d72ac393f76/icon/77a104482ae03b8ea6ec453dc2320f7b.png?height=84&width=84",4.6,"Change Cart button to Pre-Order button with Partial payment.","Advanced PreOrder(Partial Pay)	(4.6)"
"Script Editor","https://apps.shopifycdn.com/listing_images/d25e45407e508f96409c2dd796e9bd95/icon/e9adc0baf0fa0ea0f6e85e18a22dcdd5.png?height=84&width=84",2.1,"Create personalized checkout experiences & powerful promotion","Script Editor	(2.1)"
"ShippingEasy","https://apps.shopifycdn.com/listing_images/abd1376d67b1954d5973ec80f9bea6d4/icon/a196bb969621daf21926d70fa16a0fbf.png?height=84&width=84",4.8,"The easiest shipping platform for e-commerce merchants.","ShippingEasy	(4.8)"
"Shop The Look","https://apps.shopifycdn.com/listing_images/a2b09dd0621e354ef6edce98de4d695d/icon/a863a8748ca50ebfb21128d5baf93bcc.jpg?height=84&quality=90&width=84",5,"Increase Average Order Value with Complete The Look","Shop The Look	(5)"
"Product Zipcode Validator","https://apps.shopifycdn.com/listing_images/934c2b1b0314a3b3645be66e9ca80d7f/icon/acd8c59a80a83ed5bf57848f51c8d4bd.png?height=84&width=84",4.5,"Check Product Availability at a Location with Zipcode","Product Zipcode Validator	(4.5)"
"Thank You Email Marketing Tool","https://apps.shopifycdn.com/listing_images/7c320a641c5173b8b4fdda076318a836/icon/0f9931d1ddccc42bb9723220926808ee.jpg?height=84&quality=90&width=84",4.5,"Auto Thankyou email, Email marketing, Cart Recovery,Newsletter","Thank You Email Marketing Tool	(4.5)"
"Announcement bar & top bar","https://apps.shopifycdn.com/listing_images/da7b0905df5864a009ab1c7976a4cf47/icon/74c40ace4b8183eda1683b8ca13eb1d9.png?height=84&width=84",4.9,"Yeps FREE shipping bar, announcement bar top bar,countdown bar","Announcement bar & top bar	(4.9)"
"Order Lookup","https://apps.shopifycdn.com/listing_images/dfc729b493314ef3033bf66e4fea8146/icon/3602a428a692d9d9cbf0bef3a3749611.jpg?height=84&quality=90&width=84",4.2,"Live order tracking for your customers. They'll love it.","Order Lookup	(4.2)"
"ChinaDivision Fulfillment","https://apps.shopifycdn.com/listing_images/cbafacfc22da5ce14ee703bbc3d63751/icon/f8b816201a2c45d7a2c7b3de1d909f1d.png?height=84&width=84",1.8,"Fast and flexible shipping","ChinaDivision Fulfillment	(1.8)"
"Pure Chat ‑ Live Chat","https://apps.shopifycdn.com/listing_images/646e3679ad0f1a8209bf3ca8b568d30d/icon/31b4b95514d4b79167e771b98e02f7cd.png?height=84&width=84",3.5,"Easy-to-use live chat software for your website","Pure Chat ‑ Live Chat	(3.5)"
"Metafields Editor","https://apps.shopifycdn.com/listing_images/ff9e6c9c5a4f9b26f52ec48bf1737912/icon/f3c9c389d22afba30c89d2cd0d0a3001.png?height=84&width=84",4.7,"Store Metafield with your products, variants, collections","Metafields Editor	(4.7)"
"Invoicing with InvoiceXpress","https://apps.shopifycdn.com/listing_images/1bad1d3eedf4115932cdb2f50d2d43f7/icon/0edb625be1b3c0d24230f57daa86a620.png?height=84&width=84",3,"Spend less time writing invoices and more time selling","Invoicing with InvoiceXpress	(3)"
"Advanced Cash on Delivery","https://apps.shopifycdn.com/listing_images/5b1a6fc9c5e146999421e7b7198d4d94/icon/7547bed99a04f1afeb1b1911fea87c94.png?height=84&width=84",2.8,"Customizable Cash On Delivery Shipping Methods","Advanced Cash on Delivery	(2.8)"
"IEX integration for e‑conomic","https://apps.shopifycdn.com/listing_images/77a356b4ef0006c0e26b30dfc752388f/icon/bc0e7ab8b8088335835a72bb8cb6028c.jpg?height=84&quality=90&width=84",5,"We automate your business","IEX integration for e‑conomic	(5)"
"Custom JavaScript & jQuery","https://apps.shopifycdn.com/listing_images/333722832b3e214bf0d21268f7fbd820/icon/80635a1651816785ed31becd00bc6cc3.png?height=84&width=84",2.9,"Add JavaScript & jQuery scripts to the store with a few clicks","Custom JavaScript & jQuery	(2.9)"
"Facebook Chat Box ‑ Live Chat","https://apps.shopifycdn.com/listing_images/af9c031fdb1813a12cd313ef0421a3fb/icon/0f9931d1ddccc42bb9723220926808ee.jpg?height=84&quality=90&width=84",4.6,"Live Chat, Free Chat Via Facebook Messenger, Facebook Channel","Facebook Chat Box ‑ Live Chat	(4.6)"
"Upsell & Cross Sell • Upselly","https://apps.shopifycdn.com/listing_images/dbe5407b41b71e6887ec84165e65b153/icon/05e95c22c8d11a731d8aae96d544f76a.png?height=84&width=84",4.9,"Frequently Bought Together 1-Click Upsell & Cross Sell!","Upsell & Cross Sell • Upselly	(4.9)"
"Bestsellers reSort","https://apps.shopifycdn.com/listing_images/bf25e3116409c71e604a6cd83cc83774/icon/dd5c95aae182f50409680bec52ac4283.png?height=84&width=84",4.9,"Sell more by automatically sorting your products","Bestsellers reSort	(4.9)"
"Cross‑Selling Emails","https://apps.shopifycdn.com/listing_images/0f82b1f34661afdbc6a5a63a3a28aa44/icon/5798d308b4ef3db5448cf281406a640a.png?height=84&width=84",5,"Boosts your repeat sales by sending an email to buyers.","Cross‑Selling Emails	(5)"
"SMART Express","https://apps.shopifycdn.com/listing_images/d25d73ca4ca3fa2d4dce9d530f44746d/icon/fa7093abc34c4ccf0f46b66bdf199f8c.png?height=84&width=84",4.9,"Instantly import & fulfill AliExpress products","SMART Express	(4.9)"
"Image FineTuner","https://apps.shopifycdn.com/listing_images/a99ebfa66b3c567da72c7e9727588b14/icon/3df6cd1adf96aad5addc4eab89c744b1.png?height=84&width=84",5,"Easily add watermark or product sticker on your images","Image FineTuner	(5)"
"Shoelace: Ads & Retargeting","https://apps.shopifycdn.com/listing_images/334afc3f89b7b7ce2ec51e40af7ac5a7/icon/2ba4fb9d53384a3ad2274488dc88fc18.png?height=84&width=84",4.5,"Advertising to drive more sales and faster conversions","Shoelace: Ads & Retargeting	(4.5)"
"Amazon FBA Shipping: ByteStand","https://apps.shopifycdn.com/listing_images/e265ac12be952d5000b36c8bbb3c775f/icon/9b33862b5d76998a62244c23f829b4f2.png?height=84&width=84",4.8,"Amazon FBA fulfillment & real time rates in the US and abroad","Amazon FBA Shipping: ByteStand	(4.8)"
"Bundles","https://apps.shopifycdn.com/listing_images/0f5fdc2d8ff8ad9efc75824a3f36f43f/icon/def3350c5d4f68949bd565ea5aa3cf09.png?height=84&width=84",4.7,"The easiest way to keep inventory in sync when selling bundles","Bundles	(4.7)"
"Zenstores","https://apps.shopifycdn.com/listing_images/6a05fae922534eb1f705f50e4ad0ca25/icon/1c6b46ab77acd1b7101cd7b1ce0dda14.png?height=84&width=84",4.5,"Easier, faster shipping for UK retailers – Get started today!","Zenstores	(4.5)"
"Year Make Model (only $9.99)","https://apps.shopifycdn.com/listing_images/61aa004c605927f3bd80a7bfa3084048/icon/15499394aac9c18129304f7e4401fffb.png?height=84&width=84",5,"Search by car - Cars Filter - Vehicle Year Make Model filter","Year Make Model (only $9.99)	(5)"
"Instant Traffic & Ads","https://apps.shopifycdn.com/listing_images/1ef7573e47dc04ffea6aba985d746596/icon/bd124966c44bf626fe4aa304105e3c67.png?height=84&width=84",4.5,"Drive FREE Traffic to your store with Traffic Exchange","Instant Traffic & Ads	(4.5)"
"Fontify ‑ Use any font","https://apps.shopifycdn.com/listing_images/882f68aac7edf55a4ba456d5aae6e978/icon/9154a846bd7e01a34fb05783e547af92.png?height=84&width=84",4.9,"Changing the font for your store has never been easier.","Fontify ‑ Use any font	(4.9)"
"Feefo Ratings & Reviews","https://apps.shopifycdn.com/listing_images/2a8744863beb0b0c458c1f2a236f5727/icon/361ca17b5d7a1c37c43c0585cd914543.jpg?height=84&quality=90&width=84",3.6,"Real People. Real Reviews. Real Insight.","Feefo Ratings & Reviews	(3.6)"
"Christmas Spirit","https://apps.shopifycdn.com/listing_images/1c42b3d1d7a6b6b583d5370a22dd6b5b/icon/3a8a080f8f82b67a1413131567b09346.png?height=84&width=84",5,"Christmas illustrations, snowfall effect, holiday music","Christmas Spirit	(5)"
"Smart Wishlist","https://apps.shopifycdn.com/listing_images/41452eb23dbf365861e8b13b6a242e00/icon/aa81216d5ed1908da8db71bfd1a72e2e.png?height=84&width=84",4.5,"The Fastest Wishlist App","Smart Wishlist	(4.5)"
"FreshCredit","https://apps.shopifycdn.com/listing_images/485c8f5efe088c03901db9fe73dcfdbc/icon/186600241a8ebc462a1dd1c59413d1fc.png?height=84&width=84",4.3,"The first true store credit app","FreshCredit	(4.3)"
"Segmently","https://apps.shopifycdn.com/listing_images/9f32e968de15d520df611c3fbc30e19c/icon/24b1da8184d297c6ae8b4c1ce2b70e8a.jpg?height=84&quality=90&width=84",5,"Design and run your campaigns in minutes","Segmently	(5)"
"Product Label by Ovaly","https://apps.shopifycdn.com/listing_images/21a0ec909f180271b907d7ed6d44e39c/icon/8abaf21a1b9f8fecda4ced2b55fa0f4d.png?height=84&width=84",3.7,"Attract customer by attach beautiful badge to product","Product Label by Ovaly	(3.7)"
"Postcode Shipping","https://apps.shopifycdn.com/listing_images/fe4d4741c527a2d8a8b0b2edf68b0409/icon/ad7036c3d9e2da971e246d82a992d420.jpg?height=84&quality=90&width=84",5,"Use postcodes to setup your shipping rates","Postcode Shipping	(5)"
"HTML Notification Bar","https://apps.shopifycdn.com/listing_images/4e3d8158e4ae720c73134d1fd4ddbbac/icon/f0755dc8a67b309e5c72189454fc38e6.jpg?height=84&quality=90&width=84",3,"Show important updates and deals on the top of your website","HTML Notification Bar	(3)"
"Business Listing with Contact","https://apps.shopifycdn.com/listing_images/9f56ff4b0aa0c592f7b185239167abd5/icon/ec2bfafa6fd4f44bd17cfd415ef3cede.jpg?height=84&quality=90&width=84",0,"Let your customers find your all store locations in no time","Business Listing with Contact	(0)"
